Sr_No,Cust_ID,FCC_FCR_ID,Application_No,Cust_Name,Segment,Application_Status,Type_of_Workflow,Type_of_case,Proj_Finance (Y/N),Zone,RM_Name,RM_ID,Analyst_Name,RBH_Name,RCH_Name,JD/Committee,Final_Approval_Month,#_Iterations,Business_Supervisory_Review_(Y/N),Credit_Supervisory_Review_(Y/N),Date_of_Input,Date_of_Login,Date_of_Circulation,Date_of_BH_Approval,Date_of_CH_Approval,Date_of_Final_Approval,CAM_Creation_TAT,Credit_Review_TAT,Business_Review_TAT,Total_Review_TAT,Committee_TAT,RM_TAT,Final_TAT,Overall_TAT,Current_Exposure,Proposed_Exposure,CAM_Finalization_InDate,CAM_Finalization_TAT
789,CTPT-3343,FCR-678,APP-1788,Hopkins LLC,IT Services,APPROVE,APPWF_RNWBB,Fresh,Y,SOUTH,John Day,RM2435,Lisa Patel,Teresa Aguilar,Richard Ferguson,BOD,October,5,N,N,16-06-2022,16-06-2022,16-06-2022,18-06-2022,18-06-2022,23-06-2022,3,4,10,17,3,2,22,23,63993879,68258284,23-06-2022,0
790,CTPT-3011,FCR-981,APP-1789,Baker LLC,Retail,REJECT,APPWF_RSTBB,Renewal,N,NORTH,Brandi Brown,RM3780,Megan Madden,Alexander Ramirez,Richard Ferguson,FRC,September,8,N,N,18-12-2024,20-12-2024,20-12-2024,21-12-2024,NA,NA,4,7,6,17,1,1,19,22,41142095,45824079,NA,NA
791,CTPT-9261,FCR-795,APP-1790,Lloyd-Bell,Manufacturing,APPROVE,APPWF_RSTBB,Restructuring,Y,EAST,Joseph Ford,RM4621,Jeanette Mata,Christopher Hawkins,Richard Ferguson,JDC,May,3,N,N,09-06-2024,10-06-2024,10-06-2024,12-06-2024,15-06-2024,16-06-2024,3,8,8,19,4,3,26,26,2734288,7070573,17-06-2024,1
792,CTPT-8172,NA,APP-1791,"Reed, Jackson and Schmidt",Education,APPROVE,APPWF_BGNBB,Fresh,N,WEST,Steve Jones,RM3354,Ricardo Mcknight,Shannon Jackson,Harry Harris,BOD,December,8,Y,Y,23-12-2024,25-12-2024,25-12-2024,30-12-2024,30-12-2024,01-01-2025,3,5,2,10,1,1,12,13,98770633,101199129,04-01-2025,3
793,CTPT-6943,FCR-900,APP-1792,"Reed, Chen and Perry",IT Services,APPROVE,APPWF_RSTBB,Restructuring,Y,WEST,John Day,RM3428,Scott Aguilar,Shannon Jackson,Joan Barry,JDC,September,4,Y,Y,11-04-2022,11-04-2022,14-04-2022,19-04-2022,21-04-2022,23-04-2022,1,10,9,20,1,4,25,27,67500687,72397230,23-04-2022,0
794,CTPT-7967,NA,APP-1793,"Schneider, Schaefer and Lynch",Construction,REJECT,APPWF_RNWBB,Renewal,Y,NORTH,Jon Wiggins,RM1422,Jeffrey White,Teresa Aguilar,Joseph Hicks,ZCC,August,5,N,Y,14-03-2024,16-03-2024,17-03-2024,21-03-2024,NA,NA,9,6,9,24,3,2,29,29,68531282,72663851,NA,NA
795,CTPT-4858,NA,APP-1794,"Howard, Dillon and Clark",Construction,APPROVE,APPWF_RSTBB,Renewal,N,NORTH,Deanna Jones,RM4793,Ricardo Mcknight,Karen Nelson,Richard Ferguson,ZCC,September,3,Y,Y,19-06-2023,19-06-2023,22-06-2023,27-06-2023,28-06-2023,03-07-2023,7,6,5,18,5,5,28,31,12542699,13349196,06-07-2023,3
796,CTPT-5241,NA,APP-1795,Vaughn LLC,Education,REJECT,APPWF_BGNBB,Restructuring,N,CENTRAL,Deanna Jones,RM7760,Chris Carr,Shannon Jackson,Joan Barry,JDC,October,7,N,Y,27-02-2018,27-02-2018,27-02-2018,28-02-2018,NA,NA,8,4,5,17,2,4,23,26,8386429,12035046,NA,NA
797,CTPT-7758,NA,APP-1796,Strickland PLC,Manufacturing,REJECT,APPWF_RNWBB,Fresh,N,WEST,Renee Burke,RM7504,Jeanette Mata,Christopher Hawkins,Joan Barry,FRC,February,8,N,N,12-07-2023,14-07-2023,16-07-2023,18-07-2023,NA,NA,1,3,10,14,2,1,17,17,67170885,68311835,NA,NA
798,CTPT-6640,NA,APP-1797,"Hernandez, Cook and Wyatt",Construction,REJECT,APPWF_RSTBB,Fresh,Y,EAST,Andrea Brown,RM3947,Lisa Patel,Alexander Ramirez,Joan Barry,ZCC,November,5,Y,Y,03-10-2022,03-10-2022,05-10-2022,09-10-2022,NA,NA,8,4,4,16,2,3,21,24,11387843,14234654,NA,NA
799,CTPT-9637,FCR-454,APP-1798,Martin Inc,Automobile,PENDING,APPWF_BGNBB,Fresh,N,WEST,Steve Jones,RM5061,Leonard Young,Teresa Aguilar,Joan Barry,JDC,November,1,Y,Y,01-09-2024,03-09-2024,06-09-2024,10-09-2024,NA,NA,6,5,5,16,1,5,22,24,98998904,103648807,NA,NA
800,CTPT-1858,NA,APP-1799,"Becker, Russell and Zamora",Manufacturing,PENDING,APPWF_RNWBB,Renewal,Y,EAST,Steve Jones,RM8132,Scott Aguilar,Shannon Jackson,John Weeks,ZCC,June,5,Y,Y,14-04-2025,15-04-2025,15-04-2025,17-04-2025,NA,NA,5,7,1,13,3,1,17,19,47330428,51040168,NA,NA
801,CTPT-5041,NA,APP-1800,"Manning, Hood and Mason",Retail,REJECT,APPWF_BGNBB,Restructuring,N,EAST,Joseph Ford,RM5662,Lisa Patel,Alexander Ramirez,John Weeks,FRC,April,2,Y,Y,22-04-2022,24-04-2022,25-04-2022,26-04-2022,NA,NA,5,1,2,8,2,3,13,16,22490500,26492734,NA,NA
802,CTPT-9789,NA,APP-1801,Smith Group,Retail,APPROVE,APPWF_BGNBB,Restructuring,N,CENTRAL,Howard Myers,RM6308,Carlos Wilson,Shannon Jackson,Richard Ferguson,ZCC,February,9,Y,Y,28-02-2020,28-02-2020,02-03-2020,07-03-2020,07-03-2020,08-03-2020,8,4,6,18,2,1,21,21,50132173,49857801,09-03-2020,1
803,CTPT-8395,NA,APP-1802,Rogers Ltd,Retail,PENDING,APPWF_RSTBB,Fresh,N,WEST,Mr. Jason Simpson,RM5208,Tammy Moody,Teresa Aguilar,Joan Barry,JDC,February,5,Y,Y,11-06-2021,12-06-2021,13-06-2021,18-06-2021,NA,NA,2,4,5,11,1,1,13,13,62832291,66470053,NA,NA
804,CTPT-3536,NA,APP-1803,White-Velasquez,Education,APPROVE,APPWF_RNWBB,Fresh,N,EAST,Deanna Jones,RM1795,Scott Aguilar,Alexander Ramirez,John Weeks,ZCC,July,2,N,N,21-06-2018,23-06-2018,24-06-2018,29-06-2018,01-07-2018,04-07-2018,3,2,5,10,5,2,17,17,41900364,44040231,04-07-2018,0
805,CTPT-9733,NA,APP-1804,"Lopez, Johnson and Smith",Retail,REJECT,APPWF_RNWBB,Renewal,N,WEST,Franklin Harrell DDS,RM5267,Lisa Patel,Karen Nelson,Joseph Hicks,ZCC,March,5,Y,Y,05-05-2025,05-05-2025,07-05-2025,08-05-2025,NA,NA,9,4,6,19,5,3,27,29,74307382,78887406,NA,NA
806,CTPT-8735,NA,APP-1805,Mitchell Group,Textiles,APPROVE,APPWF_RNWBB,Fresh,Y,SOUTH,Jon Wiggins,RM5988,Scott Fox,Christopher Hawkins,Richard Ferguson,BOD,November,2,Y,N,23-09-2022,24-09-2022,27-09-2022,30-09-2022,30-09-2022,03-10-2022,6,6,1,13,5,4,22,22,83062903,87328456,03-10-2022,0
807,CTPT-6774,NA,APP-1806,Conner-Jordan,Manufacturing,APPROVE,APPWF_RNWBB,Renewal,Y,CENTRAL,Douglas Mccarthy,RM8493,Chris Carr,Shannon Jackson,Richard Ferguson,ZCC,July,8,N,N,28-05-2024,29-05-2024,30-05-2024,04-06-2024,04-06-2024,07-06-2024,10,9,7,26,5,2,33,34,4444769,5970919,09-06-2024,2
808,CTPT-3325,NA,APP-1807,Reeves-Kramer,Manufacturing,APPROVE,APPWF_RNWBB,Fresh,Y,EAST,Jon Wiggins,RM2350,Scott Aguilar,Christopher Hawkins,Richard Ferguson,ZCC,February,10,Y,N,21-07-2018,21-07-2018,21-07-2018,24-07-2018,24-07-2018,27-07-2018,8,4,6,18,3,4,25,25,77700640,78067855,29-07-2018,2
809,CTPT-5766,FCR-516,APP-1808,"Durham, Moore and Cook",IT Services,REJECT,APPWF_RSTBB,Renewal,Y,CENTRAL,Deanna Jones,RM3845,Ian Sweeney,Karen Nelson,Harry Harris,FRC,September,1,Y,N,26-08-2020,27-08-2020,27-08-2020,29-08-2020,NA,NA,9,8,2,19,3,1,23,26,50367628,54855333,NA,NA
810,CTPT-6327,FCR-403,APP-1809,"Johnson, Coleman and Nash",Automobile,REJECT,APPWF_RSTBB,Renewal,Y,EAST,Deanna Jones,RM4825,James Scott,Christopher Hawkins,Joan Barry,ZCC,October,6,N,N,07-09-2019,09-09-2019,10-09-2019,11-09-2019,NA,NA,6,2,5,13,2,5,20,20,77375163,81464710,NA,NA
811,CTPT-8833,NA,APP-1810,Fernandez-Cisneros,Retail,PENDING,APPWF_RSTBB,Fresh,N,CENTRAL,Renee Burke,RM4293,Jeffrey White,Alexander Ramirez,John Weeks,JDC,January,9,N,Y,14-08-2021,16-08-2021,18-08-2021,20-08-2021,NA,NA,4,1,6,11,2,5,18,18,79689651,81035511,NA,NA
812,CTPT-2347,NA,APP-1811,Pena Group,Textiles,APPROVE,APPWF_RNWBB,Renewal,N,EAST,Derek Hamilton,RM2575,Jeffrey White,Teresa Aguilar,Richard Ferguson,BOD,June,10,N,Y,28-04-2018,30-04-2018,30-04-2018,03-05-2018,03-05-2018,07-05-2018,7,2,6,15,1,5,21,21,41290814,41318444,08-05-2018,1
813,CTPT-1314,NA,APP-1812,Alvarez-Reese,Education,PENDING,APPWF_RSTBB,Fresh,N,EAST,Jonathan Daniel,RM5089,Ricardo Mcknight,Christopher Hawkins,Harry Harris,ZCC,May,4,N,Y,31-07-2021,31-07-2021,01-08-2021,05-08-2021,NA,NA,1,2,1,4,4,3,11,13,55123708,58168051,NA,NA
814,CTPT-2653,NA,APP-1813,Jimenez-Brown,Manufacturing,REJECT,APPWF_BGNBB,Renewal,N,NORTH,John Day,RM7671,Jeanette Mata,Teresa Aguilar,Richard Ferguson,JDC,February,5,N,Y,10-11-2020,11-11-2020,14-11-2020,17-11-2020,NA,NA,2,6,1,9,1,3,13,16,57066559,58348076,NA,NA
815,CTPT-2185,NA,APP-1814,Hunt-Gomez,IT Services,APPROVE,APPWF_RSTBB,Fresh,Y,EAST,Adam Ross,RM5501,Stephanie Pearson,Christopher Hawkins,Joseph Hicks,FRC,May,2,Y,Y,10-05-2025,11-05-2025,11-05-2025,15-05-2025,15-05-2025,20-05-2025,1,9,9,19,2,5,26,28,54022849,54261179,20-05-2025,0
816,CTPT-1347,NA,APP-1815,"Christensen, Allen and Padilla",Construction,APPROVE,APPWF_RSTBB,Renewal,N,SOUTH,Deanna Jones,RM5136,Carlos Wilson,Teresa Aguilar,Joseph Hicks,ZCC,November,9,N,N,20-02-2020,20-02-2020,22-02-2020,25-02-2020,28-02-2020,04-03-2020,8,1,5,14,3,5,22,25,59202536,64045342,04-03-2020,0
817,CTPT-1511,NA,APP-1816,"Rodriguez, Moore and Perry",Manufacturing,PENDING,APPWF_BGNBB,Restructuring,N,NORTH,Justin Walton,RM1074,Tammy Moody,Christopher Hawkins,Harry Harris,BOD,December,10,Y,N,09-05-2021,10-05-2021,11-05-2021,11-05-2021,NA,NA,3,3,1,7,1,5,13,15,92932467,94694334,NA,NA
818,CTPT-7329,NA,APP-1817,"Washington, Ruiz and Powell",Construction,APPROVE,APPWF_BGNBB,Fresh,Y,WEST,Steve Jones,RM2120,James Scott,Christopher Hawkins,Richard Ferguson,JDC,January,5,Y,N,02-05-2024,03-05-2024,05-05-2024,05-05-2024,07-05-2024,10-05-2024,9,6,5,20,1,3,24,24,54650548,54310209,13-05-2024,3
819,CTPT-9422,NA,APP-1818,"Pacheco, Rodriguez and Harris",Manufacturing,REJECT,APPWF_BGNBB,Renewal,N,SOUTH,Steve Jones,RM3508,Stephanie Pearson,Teresa Aguilar,Joseph Hicks,FRC,July,8,N,N,21-03-2023,21-03-2023,22-03-2023,22-03-2023,NA,NA,3,2,10,15,4,5,24,26,9378713,10938198,NA,NA
820,CTPT-4407,NA,APP-1819,"Orr, Mckay and Jackson",Textiles,PENDING,APPWF_BGNBB,Renewal,Y,WEST,Jonathan Daniel,RM1026,Ian Sweeney,Christopher Hawkins,Joan Barry,BOD,July,9,N,Y,05-04-2024,05-04-2024,06-04-2024,09-04-2024,NA,NA,5,4,4,13,2,2,17,20,79171528,83432953,NA,NA
821,CTPT-5701,NA,APP-1820,Palmer-Clark,Pharmaceuticals,APPROVE,APPWF_BGNBB,Renewal,N,EAST,Steve Jones,RM3570,Taylor James,Shannon Jackson,Harry Harris,ZCC,December,5,N,Y,25-03-2024,25-03-2024,27-03-2024,01-04-2024,04-04-2024,04-04-2024,10,1,5,16,2,5,23,23,58155506,62027759,06-04-2024,2
822,CTPT-6042,FCR-294,APP-1821,"Lewis, Miller and Williams",IT Services,REJECT,APPWF_RNWBB,Fresh,N,EAST,Justin Walton,RM3433,James Scott,Alexander Ramirez,John Weeks,ZCC,April,3,Y,Y,16-02-2025,18-02-2025,21-02-2025,22-02-2025,NA,NA,10,10,3,23,3,2,28,30,6980207,10084728,NA,NA
823,CTPT-7671,NA,APP-1822,Fisher-Wilson,Manufacturing,APPROVE,APPWF_RSTBB,Restructuring,N,CENTRAL,Justin Walton,RM6492,Juan Reeves,Alexander Ramirez,Joan Barry,ZCC,July,2,Y,N,30-07-2020,01-08-2020,02-08-2020,04-08-2020,05-08-2020,06-08-2020,10,6,10,26,2,5,33,36,81657351,85811415,07-08-2020,1
824,CTPT-5829,NA,APP-1823,Vance-Moyer,Construction,REJECT,APPWF_RSTBB,Fresh,Y,CENTRAL,Sandy Gutierrez,RM9357,Ricardo Mcknight,Teresa Aguilar,John Weeks,FRC,February,2,Y,N,04-10-2018,06-10-2018,06-10-2018,10-10-2018,NA,NA,3,7,3,13,3,3,19,22,86985633,91065566,NA,NA
825,CTPT-8613,NA,APP-1824,"Perry, Stephens and Beck",Construction,REJECT,APPWF_BGNBB,Fresh,Y,WEST,Sarah Weaver,RM9901,Jeffrey White,Alexander Ramirez,Joseph Hicks,ZCC,July,9,Y,Y,23-07-2023,25-07-2023,27-07-2023,30-07-2023,NA,NA,8,6,10,24,1,5,30,31,81246318,83460767,NA,NA
826,CTPT-6630,NA,APP-1825,Padilla Inc,Pharmaceuticals,REJECT,APPWF_RNWBB,Fresh,Y,EAST,Deanna Jones,RM5448,Monica Richardson,Karen Nelson,John Weeks,BOD,August,5,N,N,12-10-2021,14-10-2021,15-10-2021,20-10-2021,NA,NA,5,5,9,19,3,1,23,24,50990799,50730320,NA,NA
827,CTPT-1245,FCR-778,APP-1826,"Guzman, Scott and Schultz",Textiles,APPROVE,APPWF_BGNBB,Fresh,Y,CENTRAL,Brandi Brown,RM1698,Ricardo Mcknight,Alexander Ramirez,Harry Harris,FRC,March,10,Y,Y,11-12-2020,13-12-2020,14-12-2020,14-12-2020,17-12-2020,18-12-2020,6,7,9,22,2,1,25,27,74394741,78214387,20-12-2020,2
828,CTPT-4981,NA,APP-1827,Rocha-Hatfield,Construction,PENDING,APPWF_BGNBB,Restructuring,Y,WEST,Steve Jones,RM6952,James Scott,Christopher Hawkins,Richard Ferguson,FRC,July,5,N,Y,28-01-2023,29-01-2023,31-01-2023,31-01-2023,NA,NA,9,9,9,27,2,3,32,35,8817094,13265678,NA,NA
829,CTPT-2416,NA,APP-1828,"Anthony, Harris and Coleman",IT Services,PENDING,APPWF_RSTBB,Renewal,Y,SOUTH,Adam Ross,RM1852,Jeffrey White,Shannon Jackson,Joan Barry,FRC,September,2,N,N,28-01-2019,29-01-2019,31-01-2019,03-02-2019,NA,NA,6,7,5,18,3,1,22,22,77073701,77093326,NA,NA
830,CTPT-7809,FCR-297,APP-1829,Patrick PLC,Retail,REJECT,APPWF_RSTBB,Renewal,Y,SOUTH,Mr. Jason Simpson,RM5146,Juan Reeves,Shannon Jackson,Joan Barry,JDC,April,7,N,N,16-03-2024,18-03-2024,18-03-2024,19-03-2024,NA,NA,6,2,4,12,5,4,21,23,72446341,73352951,NA,NA
831,CTPT-3010,NA,APP-1830,"Harrison, Lee and Stout",Automobile,APPROVE,APPWF_BGNBB,Renewal,Y,EAST,Steve Jones,RM6634,Taylor James,Alexander Ramirez,Joseph Hicks,JDC,November,6,Y,Y,24-05-2020,26-05-2020,28-05-2020,02-06-2020,04-06-2020,09-06-2020,5,8,7,20,2,2,24,25,16468589,20617853,12-06-2020,3
832,CTPT-2916,NA,APP-1831,"Berry, Price and Dawson",Textiles,APPROVE,APPWF_BGNBB,Restructuring,Y,CENTRAL,Adam Ross,RM1516,Megan Madden,Shannon Jackson,Harry Harris,ZCC,March,10,Y,N,15-03-2021,16-03-2021,19-03-2021,24-03-2021,24-03-2021,27-03-2021,3,3,1,7,3,1,11,12,66148785,70084227,29-03-2021,2
833,CTPT-4437,NA,APP-1832,Tran LLC,Textiles,APPROVE,APPWF_RSTBB,Restructuring,Y,WEST,Steve Jones,RM1460,Monica Richardson,Karen Nelson,Richard Ferguson,JDC,April,1,Y,N,26-12-2024,26-12-2024,27-12-2024,01-01-2025,01-01-2025,02-01-2025,6,9,9,24,4,2,30,31,77341884,78954909,03-01-2025,1
834,CTPT-2174,NA,APP-1833,"Richard, Middleton and Berger",IT Services,REJECT,APPWF_RNWBB,Renewal,N,EAST,Renee Burke,RM3782,Monica Richardson,Shannon Jackson,Richard Ferguson,FRC,March,5,Y,N,26-06-2018,28-06-2018,01-07-2018,05-07-2018,NA,NA,1,4,5,10,4,2,16,16,87574529,88974259,NA,NA
835,CTPT-4260,NA,APP-1834,"Garner, Hopkins and Ramirez",Pharmaceuticals,APPROVE,APPWF_RSTBB,Restructuring,Y,WEST,Derek Hamilton,RM7182,Carlos Wilson,Christopher Hawkins,John Weeks,FRC,September,3,Y,N,02-04-2020,04-04-2020,07-04-2020,12-04-2020,12-04-2020,16-04-2020,7,3,7,17,2,3,22,23,93417584,96260513,17-04-2020,1
836,CTPT-4175,FCR-722,APP-1835,Jackson-Jones,Pharmaceuticals,REJECT,APPWF_RNWBB,Fresh,N,NORTH,Franklin Harrell DDS,RM3393,Juan Reeves,Karen Nelson,John Weeks,BOD,December,10,Y,Y,03-02-2019,05-02-2019,05-02-2019,08-02-2019,NA,NA,5,8,2,15,3,3,21,22,36018118,36828050,NA,NA
837,CTPT-8432,FCR-702,APP-1836,Lopez-Jones,Automobile,PENDING,APPWF_RSTBB,Renewal,Y,EAST,Renee Burke,RM7354,Tammy Moody,Karen Nelson,Joan Barry,FRC,November,6,N,Y,31-07-2018,01-08-2018,03-08-2018,07-08-2018,NA,NA,7,5,10,22,4,3,29,30,54578293,58285111,NA,NA
838,CTPT-8293,NA,APP-1837,Jenkins and Sons,Automobile,APPROVE,APPWF_RSTBB,Renewal,N,NORTH,Renee Burke,RM3615,Megan Madden,Teresa Aguilar,Joseph Hicks,JDC,October,8,N,Y,26-02-2018,27-02-2018,27-02-2018,27-02-2018,02-03-2018,02-03-2018,7,9,8,24,4,5,33,33,30573596,31417666,04-03-2018,2
839,CTPT-8639,FCR-383,APP-1838,"Aguilar, Brown and Gross",Construction,REJECT,APPWF_RSTBB,Renewal,Y,CENTRAL,Brandi Brown,RM8018,Keith Kramer,Shannon Jackson,Richard Ferguson,BOD,March,8,N,N,01-11-2019,02-11-2019,05-11-2019,05-11-2019,NA,NA,9,3,10,22,4,2,28,31,92100958,96307598,NA,NA
840,CTPT-1341,NA,APP-1839,Cortez-Smith,Education,REJECT,APPWF_RSTBB,Restructuring,N,SOUTH,Adam Ross,RM5921,Stephanie Pearson,Alexander Ramirez,Joseph Hicks,FRC,July,7,Y,N,13-11-2024,13-11-2024,13-11-2024,13-11-2024,NA,NA,3,1,9,13,4,4,21,24,1024445,3492868,NA,NA
841,CTPT-6480,NA,APP-1840,"Myers, Castaneda and Hill",Automobile,PENDING,APPWF_BGNBB,Renewal,N,NORTH,Renee Burke,RM4830,Matthew Horn,Teresa Aguilar,Richard Ferguson,ZCC,January,8,Y,N,15-02-2018,16-02-2018,19-02-2018,21-02-2018,NA,NA,3,4,6,13,5,3,21,22,47277365,49292797,NA,NA
842,CTPT-6307,NA,APP-1841,"Garcia, Christensen and Reed",Education,REJECT,APPWF_RNWBB,Renewal,N,SOUTH,Sandy Gutierrez,RM4457,Matthew Horn,Teresa Aguilar,John Weeks,BOD,March,7,N,Y,22-01-2020,23-01-2020,23-01-2020,23-01-2020,NA,NA,2,8,3,13,5,3,21,21,99522790,104052371,NA,NA
843,CTPT-5060,NA,APP-1842,Holmes-Valencia,Manufacturing,REJECT,APPWF_RNWBB,Fresh,N,WEST,Franklin Harrell DDS,RM3093,Lisa Patel,Teresa Aguilar,Harry Harris,FRC,March,8,Y,Y,26-06-2022,27-06-2022,27-06-2022,29-06-2022,NA,NA,4,5,8,17,1,3,21,21,17858707,21470918,NA,NA
844,CTPT-7631,NA,APP-1843,Bryant-Hill,Pharmaceuticals,REJECT,APPWF_BGNBB,Restructuring,Y,WEST,John Day,RM6959,James Scott,Alexander Ramirez,Richard Ferguson,BOD,March,8,N,N,12-02-2024,13-02-2024,13-02-2024,13-02-2024,NA,NA,8,8,1,17,5,2,24,24,28972671,30525594,NA,NA
845,CTPT-7641,NA,APP-1844,Rice-Higgins,Automobile,APPROVE,APPWF_RSTBB,Renewal,N,EAST,Joseph Ford,RM5585,Jeffrey White,Christopher Hawkins,Richard Ferguson,FRC,July,10,Y,N,17-10-2023,18-10-2023,19-10-2023,23-10-2023,25-10-2023,25-10-2023,7,10,6,23,3,3,29,31,82469655,87302072,27-10-2023,2
846,CTPT-1367,NA,APP-1845,Clark-Roth,IT Services,PENDING,APPWF_BGNBB,Renewal,N,EAST,Franklin Harrell DDS,RM6427,Juan Reeves,Christopher Hawkins,John Weeks,FRC,October,8,N,Y,28-06-2023,29-06-2023,30-06-2023,04-07-2023,NA,NA,2,8,5,15,4,5,24,24,75383475,77676118,NA,NA
847,CTPT-4648,FCR-540,APP-1846,Morgan Ltd,Retail,APPROVE,APPWF_RNWBB,Renewal,N,CENTRAL,Howard Myers,RM4293,Megan Madden,Alexander Ramirez,Joseph Hicks,FRC,April,10,Y,Y,17-10-2019,17-10-2019,17-10-2019,20-10-2019,22-10-2019,22-10-2019,9,6,7,22,5,3,30,31,79023468,80722986,24-10-2019,2
848,CTPT-8216,NA,APP-1847,"Boyd, Williams and Johnson",Retail,APPROVE,APPWF_RNWBB,Renewal,N,NORTH,Howard Myers,RM7454,Stephanie Pearson,Shannon Jackson,Richard Ferguson,FRC,December,2,N,Y,02-05-2024,02-05-2024,03-05-2024,05-05-2024,07-05-2024,09-05-2024,7,6,7,20,4,1,25,25,11188964,11103474,10-05-2024,1
849,CTPT-2109,FCR-240,APP-1848,Walton-Rogers,Education,PENDING,APPWF_RNWBB,Fresh,Y,WEST,Douglas Mccarthy,RM4318,Taylor James,Christopher Hawkins,Harry Harris,JDC,March,9,N,Y,27-08-2018,28-08-2018,31-08-2018,04-09-2018,NA,NA,9,4,7,20,2,4,26,28,64629142,67354760,NA,NA
850,CTPT-8015,NA,APP-1849,Allen-Peterson,Construction,APPROVE,APPWF_RSTBB,Restructuring,N,CENTRAL,Derek Hamilton,RM4444,Jeanette Mata,Teresa Aguilar,Joseph Hicks,ZCC,July,4,N,N,28-04-2025,30-04-2025,30-04-2025,03-05-2025,05-05-2025,07-05-2025,4,7,3,14,4,4,22,23,63162669,65286766,09-05-2025,2
851,CTPT-4567,FCR-970,APP-1850,Dougherty and Sons,Textiles,REJECT,APPWF_BGNBB,Renewal,Y,CENTRAL,Joseph Ford,RM7110,Leonard Young,Alexander Ramirez,Joseph Hicks,JDC,September,5,Y,N,16-01-2024,18-01-2024,19-01-2024,21-01-2024,NA,NA,8,3,1,12,2,4,18,18,65641739,66571993,NA,NA
852,CTPT-5484,NA,APP-1851,Rivera Inc,Education,APPROVE,APPWF_RSTBB,Renewal,N,NORTH,Howard Myers,RM1454,Megan Madden,Christopher Hawkins,Harry Harris,JDC,April,1,N,Y,09-11-2023,09-11-2023,09-11-2023,10-11-2023,13-11-2023,16-11-2023,7,2,8,17,4,3,24,25,22529004,25867608,19-11-2023,3
853,CTPT-7940,NA,APP-1852,"Martinez, Davis and Leonard",Textiles,PENDING,APPWF_RSTBB,Fresh,Y,NORTH,Sandy Gutierrez,RM6324,Jill Mcintosh,Karen Nelson,Joseph Hicks,BOD,August,8,N,N,15-08-2020,16-08-2020,19-08-2020,19-08-2020,NA,NA,10,3,10,23,5,2,30,30,69725113,74308621,NA,NA
854,CTPT-1357,NA,APP-1853,"Brooks, Martinez and Acosta",Retail,REJECT,APPWF_RSTBB,Renewal,Y,EAST,Jon Wiggins,RM7981,Megan Madden,Christopher Hawkins,John Weeks,ZCC,July,1,N,Y,24-09-2021,24-09-2021,24-09-2021,27-09-2021,NA,NA,8,9,6,23,1,5,29,31,70434957,70620594,NA,NA
855,CTPT-1930,FCR-815,APP-1854,"Callahan, Campbell and Rios",Textiles,APPROVE,APPWF_RSTBB,Fresh,N,CENTRAL,Jonathan Daniel,RM6798,Lisa Patel,Alexander Ramirez,Harry Harris,BOD,January,5,N,N,05-04-2019,07-04-2019,09-04-2019,09-04-2019,10-04-2019,13-04-2019,1,6,9,16,2,5,23,25,90199452,90811180,14-04-2019,1
856,CTPT-7062,NA,APP-1855,Erickson-Diaz,Construction,APPROVE,APPWF_RNWBB,Renewal,N,EAST,Howard Myers,RM9674,Monica Richardson,Teresa Aguilar,Richard Ferguson,FRC,December,7,Y,Y,19-09-2024,20-09-2024,23-09-2024,24-09-2024,26-09-2024,29-09-2024,6,7,8,21,2,1,24,26,52900438,55886404,01-10-2024,2
857,CTPT-3272,FCR-973,APP-1856,Morton PLC,Retail,APPROVE,APPWF_RNWBB,Fresh,N,WEST,Jon Wiggins,RM2167,Carlos Wilson,Alexander Ramirez,Richard Ferguson,BOD,March,10,Y,N,16-01-2018,17-01-2018,19-01-2018,19-01-2018,20-01-2018,23-01-2018,10,2,2,14,4,5,23,23,65576112,68245652,23-01-2018,0
858,CTPT-1708,NA,APP-1857,Taylor-Brown,Construction,REJECT,APPWF_BGNBB,Renewal,N,SOUTH,Howard Myers,RM9059,Keith Kramer,Christopher Hawkins,Richard Ferguson,ZCC,May,6,Y,N,05-12-2021,07-12-2021,09-12-2021,14-12-2021,NA,NA,4,2,4,10,1,1,12,15,58432378,61815932,NA,NA
859,CTPT-5314,NA,APP-1858,"Castillo, Mendoza and Woodward",Construction,PENDING,APPWF_BGNBB,Fresh,Y,WEST,Sarah Weaver,RM5705,Jeffrey White,Karen Nelson,Joan Barry,JDC,November,7,Y,Y,11-07-2022,13-07-2022,14-07-2022,15-07-2022,NA,NA,9,8,6,23,5,4,32,34,73542735,75477635,NA,NA
860,CTPT-4624,FCR-527,APP-1859,Park-Perry,Pharmaceuticals,REJECT,APPWF_RSTBB,Renewal,N,NORTH,Kimberly Gillespie,RM8648,Leonard Young,Alexander Ramirez,John Weeks,ZCC,February,10,Y,N,19-11-2020,20-11-2020,21-11-2020,24-11-2020,NA,NA,8,2,4,14,4,3,21,21,76934430,79786726,NA,NA
861,CTPT-4387,NA,APP-1860,Hood Ltd,Education,APPROVE,APPWF_RNWBB,Fresh,N,CENTRAL,Adam Ross,RM1839,Megan Madden,Christopher Hawkins,Richard Ferguson,BOD,August,2,N,Y,22-10-2018,23-10-2018,25-10-2018,27-10-2018,29-10-2018,03-11-2018,6,10,1,17,3,1,21,21,28223906,28419817,05-11-2018,2
