Sr_No,Cust_ID,FCC_FCR_ID,Application_No,Cust_Name,Segment,Application_Status,Type_of_Workflow,Type_of_case,Proj_Finance (Y/N),Zone,RM_Name,RM_ID,Analyst_Name,RBH_Name,RCH_Name,JD/Committee,Final_Approval_Month,#_Iterations,Business_Supervisory_Review_(Y/N),Credit_Supervisory_Review_(Y/N),Date_of_Input,Date_of_Login,Date_of_Circulation,Date_of_BH_Approval,Date_of_CH_Approval,Date_of_Final_Approval,CAM_Creation_TAT,Credit_Review_TAT,Business_Review_TAT,Total_Review_TAT,Committee_TAT,RM_TAT,Final_TAT,Overall_TAT,Current_Exposure,Proposed_Exposure,CAM_Finalization_InDate,CAM_Finalization_TAT
809,CTPT-6424,NA,APP-1808,Leblanc Ltd,Retail,APPROVE,APPWF_BGNBB,Restructuring,N,SOUTH,Nancy Beck,RM6701,Shannon White,Elizabeth Doyle,Jennifer Sullivan,JDC,June,1,Y,Y,26-08-2023,26-08-2023,29-08-2023,31-08-2023,31-08-2023,03-09-2023,7,5,6,18,5,2,25,26,54067203,56559749,04-09-2023,1
810,CTPT-3922,NA,APP-1809,Walsh-Chapman,IT Services,PENDING,APPWF_RNWBB,Renewal,Y,NORTH,David Stevens,RM8355,Christopher Martin,Adam Moreno,Dana Vargas,JDC,July,8,Y,Y,02-02-2020,02-02-2020,02-02-2020,05-02-2020,NA,NA,6,5,6,17,3,4,24,26,53081466,56264567,NA,NA
811,CTPT-1940,NA,APP-1810,"Serrano, Mccoy and Roman",Pharmaceuticals,PENDING,APPWF_RSTBB,Restructuring,Y,SOUTH,Elizabeth Townsend,RM1262,Kathleen Stanley,Adam Moreno,Rachel Contreras,BOD,February,2,Y,N,01-03-2025,02-03-2025,05-03-2025,06-03-2025,NA,NA,1,10,7,18,1,5,24,25,39675442,40838970,NA,NA
812,CTPT-8916,NA,APP-1811,Jones-Smith,Manufacturing,REJECT,APPWF_RNWBB,Renewal,Y,WEST,Selena Hughes,RM9649,Ronald Evans,Justin Myers,Jennifer Sullivan,JDC,August,7,Y,N,27-01-2020,27-01-2020,29-01-2020,29-01-2020,NA,NA,2,5,1,8,3,1,12,15,33116998,37348393,NA,NA
813,CTPT-6651,NA,APP-1812,"Rogers, Smith and Hensley",Retail,APPROVE,APPWF_BGNBB,Restructuring,N,SOUTH,Joshua Ramos,RM8542,Jason Johnson,Justin Myers,Stephen Hess,JDC,January,8,Y,N,03-07-2020,04-07-2020,04-07-2020,08-07-2020,09-07-2020,10-07-2020,5,8,2,15,4,3,22,22,99200278,98882606,10-07-2020,0
814,CTPT-6507,NA,APP-1813,Long-Rose,Retail,APPROVE,APPWF_BGNBB,Restructuring,N,WEST,Christopher Ellis,RM9481,Crystal Fischer,Michael Terry,Stephen Hess,FRC,June,8,Y,Y,19-03-2020,21-03-2020,22-03-2020,23-03-2020,26-03-2020,26-03-2020,9,9,4,22,3,5,30,31,93571295,94429606,26-03-2020,0
815,CTPT-8147,NA,APP-1814,"Obrien, Cain and Wilson",Pharmaceuticals,APPROVE,APPWF_RNWBB,Restructuring,Y,WEST,Wendy Haynes,RM7005,Shannon White,Elizabeth Doyle,Jeffrey Phillips,JDC,May,8,Y,N,10-11-2024,10-11-2024,12-11-2024,14-11-2024,14-11-2024,19-11-2024,1,2,3,6,1,3,10,12,68182157,70442254,22-11-2024,3
816,CTPT-3084,FCR-268,APP-1815,"Hayes, Conner and Ross",Retail,APPROVE,APPWF_BGNBB,Renewal,Y,NORTH,Shannon Clark,RM7732,Danny Hoffman,Justin Myers,Rachel Contreras,JDC,June,9,N,N,28-12-2021,30-12-2021,01-01-2022,03-01-2022,04-01-2022,09-01-2022,6,9,5,20,5,1,26,29,66969834,67970340,12-01-2022,3
817,CTPT-4574,NA,APP-1816,Dean-Woodward,Education,APPROVE,APPWF_RSTBB,Renewal,N,CENTRAL,Elizabeth Townsend,RM1304,Deborah Valdez,Adam Moreno,Dana Vargas,FRC,November,4,N,Y,13-01-2021,14-01-2021,15-01-2021,17-01-2021,17-01-2021,21-01-2021,5,2,5,12,4,1,17,18,6584180,10152423,23-01-2021,2
818,CTPT-8817,FCR-596,APP-1817,Carlson-Robinson,IT Services,PENDING,APPWF_RNWBB,Restructuring,Y,WEST,Gary Murphy,RM7942,Ross Green,Adam Moreno,Stephen Hess,BOD,November,6,Y,N,12-01-2022,12-01-2022,15-01-2022,17-01-2022,NA,NA,6,5,4,15,2,5,22,24,24461632,27494928,NA,NA
819,CTPT-3786,NA,APP-1818,Johnson Ltd,Construction,APPROVE,APPWF_RNWBB,Renewal,Y,NORTH,Savannah Watts,RM8610,William Clark,Elizabeth Doyle,Stephen Hess,JDC,July,9,N,N,17-06-2020,17-06-2020,20-06-2020,23-06-2020,26-06-2020,27-06-2020,8,1,9,18,4,1,23,24,16297838,20669821,27-06-2020,0
820,CTPT-3855,NA,APP-1819,Williams-Whitney,IT Services,PENDING,APPWF_RSTBB,Renewal,Y,WEST,David Stevens,RM8190,Ronald Evans,Michael Terry,Jennifer Sullivan,JDC,September,3,Y,Y,25-06-2019,27-06-2019,27-06-2019,27-06-2019,NA,NA,5,5,1,11,4,3,18,19,4034937,5456405,NA,NA
821,CTPT-6169,NA,APP-1820,Burns LLC,Textiles,APPROVE,APPWF_RSTBB,Renewal,N,EAST,Shannon Clark,RM6973,Cassandra Long MD,Justin Myers,Stephen Hess,ZCC,February,4,N,Y,15-11-2021,16-11-2021,17-11-2021,22-11-2021,24-11-2021,28-11-2021,7,8,9,24,3,4,31,33,68715649,69911091,30-11-2021,2
822,CTPT-1666,NA,APP-1821,"Stark, Turner and Williams",Textiles,PENDING,APPWF_BGNBB,Renewal,N,NORTH,Felicia Fisher,RM6639,Deborah Valdez,Adam Moreno,Stephen Hess,JDC,July,7,Y,N,13-04-2021,15-04-2021,15-04-2021,15-04-2021,NA,NA,2,5,6,13,1,5,19,19,99092323,100638473,NA,NA
823,CTPT-1680,NA,APP-1822,"Miller, Hansen and Mitchell",Automobile,REJECT,APPWF_RNWBB,Fresh,N,CENTRAL,Edward Rodriguez,RM3515,Christopher Martin,Justin Myers,Stephen Hess,ZCC,April,6,Y,N,29-05-2023,29-05-2023,31-05-2023,04-06-2023,NA,NA,10,2,3,15,1,4,20,23,13859628,18618320,NA,NA
824,CTPT-1987,NA,APP-1823,Tran Inc,Retail,APPROVE,APPWF_RSTBB,Renewal,N,WEST,Edward Rodriguez,RM5908,Catherine Brewer,Adam Moreno,Rachel Contreras,ZCC,June,7,N,N,30-10-2019,01-11-2019,02-11-2019,02-11-2019,05-11-2019,07-11-2019,3,10,7,20,2,5,27,29,90016320,90473311,09-11-2019,2
825,CTPT-1280,NA,APP-1824,Sherman-Grant,Automobile,APPROVE,APPWF_RNWBB,Fresh,Y,NORTH,Felicia Fisher,RM7136,Shannon Rivera,Michael Terry,Dana Vargas,JDC,February,5,Y,N,15-06-2018,16-06-2018,16-06-2018,20-06-2018,23-06-2018,26-06-2018,5,8,1,14,4,5,23,25,14579030,14669895,27-06-2018,1
826,CTPT-4388,NA,APP-1825,"Ortiz, Rodriguez and Johnson",IT Services,APPROVE,APPWF_RSTBB,Fresh,Y,CENTRAL,Edward Rodriguez,RM8851,Ronald Evans,Adam Moreno,Dana Vargas,ZCC,October,8,Y,Y,11-05-2021,11-05-2021,13-05-2021,15-05-2021,18-05-2021,19-05-2021,10,1,2,13,2,1,16,17,90549258,91430404,19-05-2021,0
827,CTPT-6667,NA,APP-1826,Lewis Group,Construction,APPROVE,APPWF_RSTBB,Fresh,Y,EAST,David Stevens,RM9146,Joshua Shelton,Justin Myers,Rachel Contreras,ZCC,May,4,N,N,28-10-2024,28-10-2024,30-10-2024,01-11-2024,01-11-2024,04-11-2024,4,3,3,10,4,2,16,19,24855488,28240705,06-11-2024,2
828,CTPT-9639,NA,APP-1827,Black Inc,Textiles,REJECT,APPWF_RNWBB,Fresh,Y,NORTH,Jeffrey Wallace,RM4108,James King,Adam Moreno,Rachel Contreras,JDC,October,2,N,N,15-02-2024,15-02-2024,15-02-2024,18-02-2024,NA,NA,4,10,3,17,4,2,23,25,86396608,88962295,NA,NA
829,CTPT-3060,NA,APP-1828,Page Group,Manufacturing,PENDING,APPWF_RSTBB,Renewal,Y,SOUTH,Hannah Mckay,RM7497,Christy Sanchez,Adam Moreno,Dana Vargas,FRC,October,1,Y,N,27-07-2023,27-07-2023,29-07-2023,30-07-2023,NA,NA,8,4,8,20,2,5,27,28,20845512,20646551,NA,NA
830,CTPT-5017,NA,APP-1829,Hampton PLC,Education,PENDING,APPWF_RSTBB,Fresh,Y,NORTH,Edward Rodriguez,RM7645,Christy Sanchez,Michael Terry,Jeffrey Phillips,JDC,September,1,Y,Y,27-05-2021,28-05-2021,31-05-2021,31-05-2021,NA,NA,8,3,10,21,5,2,28,30,99185999,99087469,NA,NA
831,CTPT-8130,NA,APP-1830,Smith Ltd,Construction,PENDING,APPWF_RNWBB,Renewal,Y,EAST,Hannah Mckay,RM1706,Brianna Wood,Justin Myers,Jeffrey Phillips,FRC,August,6,Y,N,26-01-2018,26-01-2018,29-01-2018,31-01-2018,NA,NA,10,3,9,22,1,3,26,26,45153826,47264881,NA,NA
832,CTPT-2879,NA,APP-1831,Graham-Harris,Retail,APPROVE,APPWF_BGNBB,Restructuring,Y,SOUTH,Tiffany Davis,RM6593,Christy Sanchez,Elizabeth Doyle,Stephen Hess,ZCC,May,9,Y,N,20-11-2023,22-11-2023,22-11-2023,26-11-2023,28-11-2023,30-11-2023,6,4,6,16,3,4,23,25,52655818,56238219,02-12-2023,2
833,CTPT-6268,FCR-777,APP-1832,Carpenter-Castro,Automobile,PENDING,APPWF_BGNBB,Fresh,Y,EAST,Edward Rodriguez,RM5246,Crystal Fischer,Michael Terry,Stephen Hess,ZCC,June,8,Y,N,09-02-2024,11-02-2024,12-02-2024,13-02-2024,NA,NA,6,7,4,17,5,3,25,28,85226501,87175687,NA,NA
834,CTPT-8931,NA,APP-1833,"Turner, Rodriguez and Taylor",IT Services,PENDING,APPWF_BGNBB,Fresh,Y,EAST,Savannah Watts,RM6807,Christopher Martin,Justin Myers,Rachel Contreras,ZCC,December,2,Y,Y,07-09-2023,09-09-2023,09-09-2023,13-09-2023,NA,NA,5,7,7,19,3,5,27,29,25307056,28207559,NA,NA
835,CTPT-3204,NA,APP-1834,Walls Group,Education,REJECT,APPWF_RNWBB,Renewal,N,WEST,Scott Martin,RM7521,Joshua Shelton,Ralph Horton,Jennifer Sullivan,BOD,November,6,Y,N,21-01-2019,21-01-2019,21-01-2019,26-01-2019,NA,NA,7,3,2,12,4,1,17,18,18333817,18838371,NA,NA
836,CTPT-8863,FCR-471,APP-1835,"Ramsey, Koch and Gordon",IT Services,APPROVE,APPWF_RSTBB,Renewal,N,WEST,Gary Murphy,RM3356,Christopher Martin,Ralph Horton,Jeffrey Phillips,FRC,March,10,N,Y,04-10-2022,06-10-2022,06-10-2022,06-10-2022,08-10-2022,11-10-2022,2,8,1,11,5,5,21,23,61415703,64234388,14-10-2022,3
837,CTPT-4539,NA,APP-1836,"Cisneros, Young and Russo",Retail,APPROVE,APPWF_RSTBB,Restructuring,N,CENTRAL,Felicia Fisher,RM1993,James King,Adam Moreno,Rachel Contreras,FRC,February,5,Y,Y,04-04-2024,06-04-2024,08-04-2024,10-04-2024,13-04-2024,18-04-2024,6,5,8,19,3,1,23,24,29178417,33617523,18-04-2024,0
838,CTPT-1081,FCR-210,APP-1837,"Long, Chen and Ross",Pharmaceuticals,APPROVE,APPWF_BGNBB,Renewal,N,CENTRAL,Elizabeth Townsend,RM4527,Cassandra Long MD,Adam Moreno,Rachel Contreras,ZCC,November,2,Y,Y,10-08-2019,10-08-2019,10-08-2019,14-08-2019,17-08-2019,19-08-2019,7,1,9,17,5,3,25,28,62231990,62042341,20-08-2019,1
839,CTPT-5241,NA,APP-1838,Clark LLC,Construction,PENDING,APPWF_RNWBB,Renewal,Y,SOUTH,Gary Murphy,RM7294,Catherine Brewer,Michael Terry,Jeffrey Phillips,JDC,September,5,Y,N,01-10-2021,01-10-2021,04-10-2021,05-10-2021,NA,NA,8,1,5,14,4,2,20,20,25451028,29866764,NA,NA
840,CTPT-8542,FCR-778,APP-1839,Taylor-Strong,Textiles,APPROVE,APPWF_BGNBB,Renewal,N,EAST,Alexandra Sanders PhD,RM9820,Danny Hoffman,Justin Myers,Rachel Contreras,ZCC,September,6,Y,Y,18-08-2020,18-08-2020,21-08-2020,22-08-2020,23-08-2020,27-08-2020,4,10,9,23,1,3,27,29,99800972,99508735,30-08-2020,3
841,CTPT-4664,NA,APP-1840,Castro Group,Automobile,PENDING,APPWF_RSTBB,Restructuring,Y,WEST,Alexandra Sanders PhD,RM1988,Corey Johnson,Elizabeth Doyle,Jennifer Sullivan,ZCC,October,3,N,Y,14-07-2020,14-07-2020,16-07-2020,17-07-2020,NA,NA,6,2,10,18,3,3,24,24,54827102,56622313,NA,NA
842,CTPT-5844,NA,APP-1841,Mcpherson Ltd,Textiles,PENDING,APPWF_RSTBB,Restructuring,Y,NORTH,Peter Walker,RM4414,Joshua Shelton,Adam Moreno,Stephen Hess,BOD,September,9,Y,Y,29-03-2023,31-03-2023,01-04-2023,06-04-2023,NA,NA,10,6,9,25,4,3,32,32,87570798,89014412,NA,NA
843,CTPT-7153,FCR-722,APP-1842,"Fleming, Leach and Lopez",Automobile,APPROVE,APPWF_BGNBB,Fresh,N,CENTRAL,Savannah Watts,RM9049,William Clark,Ralph Horton,Dana Vargas,JDC,October,8,Y,N,20-12-2023,21-12-2023,22-12-2023,26-12-2023,27-12-2023,30-12-2023,7,4,2,13,4,2,19,21,78331573,83161750,30-12-2023,0
844,CTPT-4910,NA,APP-1843,Davis-Joyce,Pharmaceuticals,APPROVE,APPWF_BGNBB,Restructuring,N,CENTRAL,Jeffrey Wallace,RM3302,Joshua Shelton,Adam Moreno,Rachel Contreras,ZCC,August,2,N,N,19-01-2018,21-01-2018,22-01-2018,26-01-2018,27-01-2018,31-01-2018,8,8,9,25,1,3,29,30,68463794,68093982,31-01-2018,0
845,CTPT-8305,FCR-574,APP-1844,Adams PLC,Pharmaceuticals,REJECT,APPWF_RSTBB,Restructuring,N,CENTRAL,Elizabeth Townsend,RM6462,Joshua Shelton,Adam Moreno,Stephen Hess,BOD,April,1,N,N,15-06-2024,15-06-2024,15-06-2024,17-06-2024,NA,NA,5,10,9,24,3,1,28,28,20543106,23114079,NA,NA
846,CTPT-7535,NA,APP-1845,"Jones, Brown and Lam",IT Services,REJECT,APPWF_BGNBB,Renewal,Y,WEST,David Stevens,RM7960,Corey Johnson,Justin Myers,Stephen Hess,JDC,October,7,N,Y,03-07-2020,05-07-2020,07-07-2020,09-07-2020,NA,NA,1,7,4,12,5,1,18,19,77984157,78002129,NA,NA
847,CTPT-1909,NA,APP-1846,"Smith, Burgess and Patterson",Education,APPROVE,APPWF_RNWBB,Renewal,Y,SOUTH,Tiffany Davis,RM9791,Danny Hoffman,Elizabeth Doyle,Jennifer Sullivan,JDC,March,2,Y,N,19-09-2024,20-09-2024,21-09-2024,24-09-2024,24-09-2024,25-09-2024,7,4,8,19,5,4,28,31,34328374,33894375,28-09-2024,3
848,CTPT-7883,FCR-601,APP-1847,"Donaldson, Valencia and Mitchell",Manufacturing,REJECT,APPWF_RNWBB,Restructuring,Y,WEST,Felicia Fisher,RM9076,Joshua Shelton,Michael Terry,Jennifer Sullivan,FRC,March,1,N,Y,06-02-2024,06-02-2024,07-02-2024,12-02-2024,NA,NA,9,6,4,19,5,4,28,31,66227936,70648923,NA,NA
849,CTPT-8476,FCR-364,APP-1848,Dean Inc,Retail,APPROVE,APPWF_BGNBB,Restructuring,N,NORTH,David Stevens,RM8570,James King,Michael Terry,Dana Vargas,FRC,March,5,Y,Y,06-10-2020,07-10-2020,07-10-2020,11-10-2020,14-10-2020,18-10-2020,2,2,2,6,5,3,14,16,78495599,79587458,19-10-2020,1
850,CTPT-5971,NA,APP-1849,Watson-Ortiz,Education,APPROVE,APPWF_RNWBB,Fresh,N,WEST,Peter Walker,RM9888,James King,Michael Terry,Jennifer Sullivan,JDC,September,7,Y,Y,11-09-2024,12-09-2024,12-09-2024,13-09-2024,16-09-2024,20-09-2024,10,3,4,17,1,2,20,22,62971911,67683474,20-09-2024,0
851,CTPT-3530,NA,APP-1850,Schmidt LLC,Retail,PENDING,APPWF_RNWBB,Renewal,Y,WEST,Peter Walker,RM2879,Christopher Martin,Ralph Horton,Rachel Contreras,JDC,July,4,Y,N,21-08-2023,22-08-2023,23-08-2023,27-08-2023,NA,NA,6,6,1,13,5,2,20,20,61588433,66417711,NA,NA
852,CTPT-1960,NA,APP-1851,Wright-Durham,Manufacturing,REJECT,APPWF_RNWBB,Fresh,N,SOUTH,Savannah Watts,RM9468,Shannon White,Justin Myers,Dana Vargas,BOD,February,6,Y,Y,02-09-2020,04-09-2020,04-09-2020,06-09-2020,NA,NA,5,1,9,15,3,3,21,24,35236480,36683282,NA,NA
853,CTPT-3564,NA,APP-1852,"Marshall, Martinez and Stevenson",Manufacturing,PENDING,APPWF_RSTBB,Renewal,N,EAST,Christopher Ellis,RM7128,William Clark,Elizabeth Doyle,Stephen Hess,JDC,August,4,Y,Y,01-07-2023,03-07-2023,05-07-2023,05-07-2023,NA,NA,6,7,5,18,3,4,25,27,91036746,95229257,NA,NA
854,CTPT-7443,NA,APP-1853,"Jones, Soto and Butler",Automobile,PENDING,APPWF_BGNBB,Restructuring,N,EAST,Hannah Mckay,RM4868,Willie Lewis,Ralph Horton,Jennifer Sullivan,ZCC,August,10,Y,Y,08-11-2018,10-11-2018,13-11-2018,17-11-2018,NA,NA,3,1,6,10,5,4,19,21,67307615,67750390,NA,NA
855,CTPT-4795,NA,APP-1854,Mack and Sons,Pharmaceuticals,REJECT,APPWF_RNWBB,Renewal,Y,NORTH,Christopher Ellis,RM9278,Cassandra Long MD,Michael Terry,Stephen Hess,BOD,February,5,N,Y,07-01-2025,07-01-2025,08-01-2025,09-01-2025,NA,NA,8,1,4,13,5,3,21,22,27575575,30467150,NA,NA
856,CTPT-3540,FCR-552,APP-1855,"Moreno, Woods and Ramirez",Education,PENDING,APPWF_RSTBB,Restructuring,N,WEST,Edward Rodriguez,RM7693,Christopher Martin,Elizabeth Doyle,Jennifer Sullivan,FRC,November,6,Y,Y,25-01-2024,26-01-2024,29-01-2024,31-01-2024,NA,NA,3,3,6,12,5,3,20,22,88555005,88599128,NA,NA
857,CTPT-5346,NA,APP-1856,Greene-Miller,Manufacturing,APPROVE,APPWF_RNWBB,Fresh,Y,WEST,Tiffany Davis,RM9668,Jason Johnson,Adam Moreno,Jeffrey Phillips,ZCC,January,7,Y,Y,10-08-2024,11-08-2024,11-08-2024,13-08-2024,15-08-2024,16-08-2024,7,1,6,14,1,5,20,22,73179353,74228666,18-08-2024,2
858,CTPT-1133,FCR-718,APP-1857,"Collier, Price and Stokes",Textiles,REJECT,APPWF_RSTBB,Renewal,Y,SOUTH,Savannah Watts,RM7964,Ross Green,Ralph Horton,Rachel Contreras,JDC,November,10,Y,N,17-03-2019,17-03-2019,17-03-2019,18-03-2019,NA,NA,4,3,5,12,2,3,17,20,73655098,75239637,NA,NA
859,CTPT-2224,NA,APP-1858,"Gillespie, Berry and Lee",Construction,APPROVE,APPWF_RNWBB,Renewal,Y,WEST,Tammy Harris,RM4551,Deborah Valdez,Elizabeth Doyle,Rachel Contreras,FRC,July,10,Y,Y,24-07-2020,25-07-2020,28-07-2020,31-07-2020,31-07-2020,05-08-2020,4,3,4,11,1,1,13,13,98432053,99278537,06-08-2020,1
860,CTPT-4381,NA,APP-1859,Rodriguez Group,Retail,APPROVE,APPWF_BGNBB,Fresh,Y,SOUTH,Felicia Fisher,RM8232,Jason Johnson,Adam Moreno,Stephen Hess,ZCC,April,7,N,Y,22-04-2023,24-04-2023,26-04-2023,01-05-2023,02-05-2023,05-05-2023,7,9,10,26,1,2,29,32,25283859,25171687,08-05-2023,3
861,CTPT-5494,NA,APP-1860,"Mueller, Krueger and Harris",Education,APPROVE,APPWF_RSTBB,Renewal,N,EAST,Jeffrey Wallace,RM8205,Ross Green,Elizabeth Doyle,Rachel Contreras,JDC,June,8,N,N,28-03-2020,29-03-2020,01-04-2020,01-04-2020,02-04-2020,04-04-2020,6,3,9,18,5,4,27,29,75275708,78078644,07-04-2020,3
862,CTPT-4259,NA,APP-1861,Brown Inc,Construction,REJECT,APPWF_RNWBB,Fresh,N,SOUTH,Wendy Haynes,RM6143,Christy Sanchez,Justin Myers,Jeffrey Phillips,ZCC,June,3,N,Y,05-02-2025,05-02-2025,05-02-2025,09-02-2025,NA,NA,5,9,5,19,2,5,26,26,31576665,34620429,NA,NA
863,CTPT-9184,NA,APP-1862,"Payne, Shepherd and Lozano",Automobile,APPROVE,APPWF_RNWBB,Fresh,N,EAST,Gary Murphy,RM2014,Jason Johnson,Michael Terry,Stephen Hess,FRC,February,2,N,N,07-10-2019,07-10-2019,10-10-2019,12-10-2019,15-10-2019,20-10-2019,4,2,6,12,2,1,15,18,36530110,39791768,21-10-2019,1
864,CTPT-8089,NA,APP-1863,"Vasquez, Haney and Beard",Construction,PENDING,APPWF_RNWBB,Fresh,Y,EAST,Nancy Beck,RM9869,Kathleen Stanley,Adam Moreno,Stephen Hess,FRC,February,7,Y,N,26-06-2019,27-06-2019,28-06-2019,01-07-2019,NA,NA,2,3,8,13,3,5,21,22,90620471,94563143,NA,NA
865,CTPT-8960,NA,APP-1864,"Moore, Smith and Cooley",Textiles,REJECT,APPWF_BGNBB,Restructuring,Y,WEST,Alexandra Sanders PhD,RM2057,William Clark,Ralph Horton,Stephen Hess,JDC,December,2,Y,N,05-02-2025,06-02-2025,06-02-2025,11-02-2025,NA,NA,7,9,9,25,2,1,28,31,46984001,46569203,NA,NA
866,CTPT-7465,FCR-600,APP-1865,"Graham, Austin and Anderson",Education,REJECT,APPWF_RNWBB,Fresh,N,SOUTH,Gary Murphy,RM9351,Catherine Brewer,Elizabeth Doyle,Rachel Contreras,BOD,April,10,Y,Y,15-05-2021,16-05-2021,17-05-2021,19-05-2021,NA,NA,9,2,5,16,5,4,25,28,10885509,10779809,NA,NA
867,CTPT-9647,NA,APP-1866,Smith PLC,Construction,REJECT,APPWF_BGNBB,Renewal,N,SOUTH,Jeffrey Wallace,RM2502,Corey Johnson,Michael Terry,Jeffrey Phillips,FRC,December,1,Y,N,08-06-2018,10-06-2018,12-06-2018,17-06-2018,NA,NA,6,4,7,17,3,2,22,24,66428091,68390350,NA,NA
868,CTPT-5631,NA,APP-1867,Sanchez Group,Education,APPROVE,APPWF_BGNBB,Fresh,Y,CENTRAL,Hannah Mckay,RM8377,Ross Green,Adam Moreno,Jeffrey Phillips,FRC,September,1,Y,Y,11-03-2021,12-03-2021,15-03-2021,16-03-2021,16-03-2021,17-03-2021,6,6,7,19,3,1,23,23,34304575,38996509,19-03-2021,2
869,CTPT-2330,NA,APP-1868,"Mayo, Holland and Mason",Education,PENDING,APPWF_BGNBB,Renewal,N,SOUTH,Savannah Watts,RM4114,Christopher Martin,Adam Moreno,Jennifer Sullivan,JDC,June,10,N,N,09-10-2019,11-10-2019,14-10-2019,16-10-2019,NA,NA,6,6,5,17,5,2,24,27,99765116,102882671,NA,NA
870,CTPT-4100,NA,APP-1869,Hood LLC,Retail,APPROVE,APPWF_BGNBB,Restructuring,N,NORTH,Savannah Watts,RM3906,Ross Green,Ralph Horton,Jeffrey Phillips,JDC,October,4,N,N,20-10-2019,22-10-2019,25-10-2019,27-10-2019,29-10-2019,31-10-2019,2,2,4,8,3,1,12,12,62331636,62936988,02-11-2019,2
871,CTPT-7306,NA,APP-1870,"Thomas, Schneider and Rhodes",Retail,APPROVE,APPWF_RSTBB,Restructuring,Y,EAST,Scott Martin,RM5232,Joshua Shelton,Elizabeth Doyle,Jeffrey Phillips,ZCC,June,5,N,N,19-05-2023,21-05-2023,22-05-2023,22-05-2023,25-05-2023,29-05-2023,7,7,6,20,4,1,25,27,16479504,20280765,31-05-2023,2
872,CTPT-8203,NA,APP-1871,Lopez and Sons,Retail,REJECT,APPWF_BGNBB,Fresh,Y,CENTRAL,Alexandra Sanders PhD,RM7879,Christopher Martin,Elizabeth Doyle,Jeffrey Phillips,FRC,November,3,N,Y,18-01-2020,20-01-2020,20-01-2020,24-01-2020,NA,NA,3,4,1,8,2,4,14,14,68328666,68883591,NA,NA
873,CTPT-8341,NA,APP-1872,Dominguez-Bradshaw,Education,APPROVE,APPWF_BGNBB,Fresh,Y,SOUTH,Savannah Watts,RM8616,Joshua Shelton,Elizabeth Doyle,Jennifer Sullivan,FRC,October,8,N,N,02-02-2020,02-02-2020,05-02-2020,06-02-2020,07-02-2020,07-02-2020,3,5,8,16,3,2,21,22,35638190,36802819,10-02-2020,3
874,CTPT-4413,NA,APP-1873,Escobar-Kennedy,Education,APPROVE,APPWF_RSTBB,Renewal,N,WEST,Gary Murphy,RM4712,Christopher Martin,Justin Myers,Jennifer Sullivan,ZCC,April,1,N,Y,07-10-2019,09-10-2019,11-10-2019,15-10-2019,16-10-2019,18-10-2019,5,8,1,14,4,2,20,20,82013979,82740782,21-10-2019,3
875,CTPT-9132,NA,APP-1874,Wright-Diaz,Education,PENDING,APPWF_RNWBB,Renewal,N,CENTRAL,Peter Walker,RM1630,Max Sanders,Adam Moreno,Stephen Hess,ZCC,September,5,N,Y,14-03-2023,15-03-2023,15-03-2023,19-03-2023,NA,NA,9,9,8,26,5,3,34,36,34460143,36145508,NA,NA
876,CTPT-8594,FCR-612,APP-1875,Ellison-Miller,Manufacturing,APPROVE,APPWF_RSTBB,Restructuring,N,NORTH,Scott Martin,RM8382,Max Sanders,Ralph Horton,Stephen Hess,ZCC,June,9,Y,N,28-03-2023,29-03-2023,29-03-2023,30-03-2023,30-03-2023,04-04-2023,7,4,1,12,5,4,21,22,22177550,22453875,05-04-2023,1
877,CTPT-2329,FCR-930,APP-1876,Clark LLC,Education,REJECT,APPWF_RSTBB,Restructuring,Y,EAST,Hannah Mckay,RM9440,Joshua Shelton,Ralph Horton,Jennifer Sullivan,FRC,February,9,Y,N,06-09-2024,06-09-2024,08-09-2024,08-09-2024,NA,NA,5,4,9,18,1,2,21,24,67245889,69934526,NA,NA
878,CTPT-6302,NA,APP-1877,Baker-Bates,Education,PENDING,APPWF_RSTBB,Fresh,N,CENTRAL,Wendy Haynes,RM9546,Shannon White,Justin Myers,Dana Vargas,FRC,January,5,Y,N,06-11-2018,06-11-2018,07-11-2018,10-11-2018,NA,NA,8,10,4,22,5,5,32,32,1957618,6004157,NA,NA
879,CTPT-6582,FCR-162,APP-1878,"Turner, Steele and Howe",Pharmaceuticals,APPROVE,APPWF_RSTBB,Renewal,Y,EAST,Samantha Smith DDS,RM9671,Christy Sanchez,Ralph Horton,Stephen Hess,BOD,December,8,Y,N,11-01-2023,12-01-2023,12-01-2023,16-01-2023,18-01-2023,19-01-2023,1,7,10,18,2,2,22,24,49498258,50309477,21-01-2023,2
880,CTPT-2264,FCR-454,APP-1879,Ramos-Wilkerson,Education,PENDING,APPWF_RNWBB,Renewal,N,CENTRAL,Jeffrey Wallace,RM5856,Brianna Wood,Adam Moreno,Stephen Hess,ZCC,March,10,Y,N,26-12-2024,26-12-2024,29-12-2024,02-01-2025,NA,NA,1,1,10,12,5,1,18,19,13264911,16421156,NA,NA
881,CTPT-9884,NA,APP-1880,Ross Ltd,IT Services,APPROVE,APPWF_RNWBB,Fresh,N,EAST,Jeffrey Wallace,RM9145,Jason Johnson,Elizabeth Doyle,Stephen Hess,ZCC,June,2,Y,N,09-10-2020,10-10-2020,11-10-2020,11-10-2020,12-10-2020,16-10-2020,5,5,10,20,4,2,26,29,34557948,36649331,16-10-2020,0
